loan_id,title_id,title,subject,publication_year,patron_id,patron_type,branch,checkout_date,due_date,return_date,renewals
16517,1149,Foundations of Administrative Procedure,Law,1973,1753,Undergraduate,Music Library,2026-03-08,2026-04-19,2026-04-03,1
16518,1032,Principles of Negotiation,Business,1994,1349,Graduate,Music Library,2026-03-08,2026-04-19,2026-05-20,0
16519,352,Approaches to the Silk Road,History,1959,2541,Graduate,Harold B. Lee Library,2026-03-08,2026-04-19,2026-04-20,0
16520,42,Foundations of Corporate Finance,Business,2024,152,Undergraduate,Storage Annex,2026-03-08,2026-03-29,2026-05-03,0
16521,943,Topics in Market Structure,Business,1978,2368,Undergraduate,Harold B. Lee Library,2026-03-08,2026-03-29,2026-03-13,0
16522,713,Readings in the Atlantic Slave Trade,History,2004,1110,Undergraduate,Harold B. Lee Library,2026-03-08,2026-03-29,2026-03-20,0
16523,173,Foundations of Structural Analysis,Engineering,1963,2192,Undergraduate,Storage Annex,2026-03-08,2026-03-29,2026-03-15,0
16524,62,Introduction to the Cold War,History,1972,1717,Undergraduate,Harold B. Lee Library,2026-03-08,2026-03-29,2026-03-29,0
16525,95,The Cambridge Companion to Computer Networks,Computer Science,2022,1581,Graduate,Storage Annex,2026-03-08,2026-05-31,2026-04-27,1
16526,51,The Practice of Music Theory,Music,1964,764,Undergraduate,Law Library,2026-03-08,2026-03-29,2026-03-21,0
16527,202,Advanced Color and Form,Art,1965,114,Staff,Law Library,2026-03-08,2026-04-19,2026-05-15,0
16528,87,Advanced Operating Systems,Computer Science,1979,1649,Undergraduate,Harold B. Lee Library,2026-03-08,2026-04-19,2026-03-31,1
16529,367,The Practice of Literary Translation,Literature,1984,1578,Undergraduate,Law Library,2026-03-08,2026-04-19,2026-04-18,1
16530,999,Topics in Fluid Mechanics,Engineering,2003,635,Staff,Law Library,2026-03-08,2026-04-19,2026-03-22,0
16531,799,The Oxford Handbook of the Reformation,History,1976,836,Undergraduate,Engineering Library,2026-03-08,2026-03-29,2026-03-21,0
16532,789,Approaches to International Arbitration,Law,1975,324,Undergraduate,Law Library,2026-03-08,2026-03-29,2026-03-17,0
16533,555,The Practice of Distributed Systems,Computer Science,2007,2185,Undergraduate,Engineering Library,2026-03-08,2026-03-29,2026-03-26,0
16534,593,Approaches to the Cold War,History,1972,1555,Undergraduate,Law Library,2026-03-08,2026-03-29,2026-05-02,0
16535,56,Advanced Control Systems,Engineering,2002,1210,Undergraduate,Engineering Library,2026-03-08,2026-03-29,2026-05-08,0
16536,12,The Practice of Corporate Finance,Business,2015,2492,Undergraduate,Music Library,2026-03-08,2026-03-29,2026-03-26,0
16537,351,Essays on Old English Verse,Literature,1987,2359,Staff,Music Library,2026-03-08,2026-04-19,2026-03-24,0
16538,829,Foundations of Structural Analysis,Engineering,1999,2155,Undergraduate,Harold B. Lee Library,2026-03-08,2026-03-29,2026-03-26,0
16539,690,Advanced Managerial Accounting,Business,2015,754,Undergraduate,Harold B. Lee Library,2026-03-08,2026-04-19,2026-05-20,1
16540,1134,A History of Structural Analysis,Engineering,2010,1267,Undergraduate,Harold B. Lee Library,2026-03-08,2026-03-29,2026-05-07,0
16541,934,Approaches to Geotechnical Design,Engineering,1980,1576,Undergraduate,Engineering Library,2026-03-08,2026-04-19,2026-04-03,1
16542,1188,A History of the Reformation,History,2003,2310,Undergraduate,Music Library,2026-03-08,2026-03-29,2026-04-13,0
16543,847,The Cambridge Companion to Torts,Law,2006,2338,Faculty,Law Library,2026-03-08,2026-07-06,2026-07-18,0
16544,889,Advanced Contract Law,Law,1983,910,Undergraduate,Harold B. Lee Library,2026-03-08,2026-03-29,2026-03-26,0
16545,1112,Readings in Modern Poetry,Literature,2005,2133,Undergraduate,Storage Annex,2026-03-09,2026-03-30,2026-04-09,0
16546,656,The Cambridge Companion to the Cold War,History,1967,1954,Graduate,Harold B. Lee Library,2026-03-09,2026-06-01,2026-06-20,1
16547,689,Topics in Market Structure,Business,1992,556,Graduate,Storage Annex,2026-03-09,2026-04-20,2026-05-28,0
16548,1151,Approaches to Real Analysis,Mathematics,1983,2015,Undergraduate,Storage Annex,2026-03-09,2026-04-20,2026-04-11,1
16549,870,The Oxford Handbook of Music Theory,Music,1966,2430,Staff,Harold B. Lee Library,2026-03-09,2026-04-20,2026-03-14,0
16550,887,Readings in Neurophysiology,Biology,1985,2463,Graduate,Harold B. Lee Library,2026-03-09,2026-04-20,2026-03-28,0
16551,695,The Cambridge Companion to Structural Analysis,Engineering,2016,1873,Graduate,Harold B. Lee Library,2026-03-09,2026-04-20,2026-04-15,0
16552,147,Topics in Compiler Design,Computer Science,1987,1294,Undergraduate,Law Library,2026-03-09,2026-04-20,2026-04-27,1
16553,1020,A History of Cell Biology,Biology,1998,990,Staff,Harold B. Lee Library,2026-03-09,2026-06-01,2026-05-02,1
16554,1112,Readings in Modern Poetry,Literature,2005,2381,Undergraduate,Music Library,2026-03-09,2026-03-30,2026-03-12,0
16555,831,The Cambridge Companion to Modern Poetry,Literature,1962,2048,Undergraduate,Harold B. Lee Library,2026-03-09,2026-03-30,2026-03-12,0
16556,100,Topics in International Arbitration,Law,2020,2086,Undergraduate,Harold B. Lee Library,2026-03-09,2026-03-30,2026-04-01,0
16557,239,Principles of the Atlantic Slave Trade,History,1997,809,Undergraduate,Harold B. Lee Library,2026-03-09,2026-04-20,2026-04-17,1
16558,317,Readings in Geotechnical Design,Engineering,1996,1377,Staff,Engineering Library,2026-03-09,2026-06-01,2026-07-16,1
16559,75,A History of Operating Systems,Computer Science,1963,1941,Undergraduate,Harold B. Lee Library,2026-03-09,2026-04-20,2026-04-17,1
16560,440,Foundations of Corporate Finance,Business,1966,2461,Undergraduate,Harold B. Lee Library,2026-03-09,2026-03-30,2026-03-19,0
16561,306,The Practice of Computer Networks,Computer Science,1993,278,Undergraduate,Harold B. Lee Library,2026-03-09,2026-03-30,2026-03-24,0
16562,431,The Practice of Combinatorics,Mathematics,2016,1987,Graduate,Harold B. Lee Library,2026-03-09,2026-04-20,2026-04-23,0
16563,360,Advanced Machine Translation,Computer Science,2014,718,Undergraduate,Engineering Library,2026-03-09,2026-03-30,2026-03-23,0
16564,684,Advanced Managerial Accounting,Business,2000,223,Undergraduate,Harold B. Lee Library,2026-03-09,2026-04-20,2026-04-18,1
16565,539,Approaches to Old English Verse,Literature,2009,2462,Graduate,Harold B. Lee Library,2026-03-09,2026-07-13,2026-07-25,2
16566,921,The Practice of Postcolonial Fiction,Literature,1978,1784,Staff,Harold B. Lee Library,2026-03-09,2026-04-20,2026-03-27,0
16567,1164,The Practice of Machine Translation,Computer Science,1968,812,Graduate,Engineering Library,2026-03-09,2026-04-20,2026-04-16,0
16568,12,The Practice of Corporate Finance,Business,2015,1307,Undergraduate,Harold B. Lee Library,2026-03-09,2026-03-30,2026-04-28,0
16569,973,Introduction to Managerial Accounting,Business,1978,3,Undergraduate,Music Library,2026-03-09,2026-03-30,2026-03-22,0
16570,710,Foundations of Torts,Law,2003,1900,Faculty,Law Library,2026-03-09,2026-11-04,2026-10-17,1
16571,514,Essays on Distributed Systems,Computer Science,2022,2285,Graduate,Harold B. Lee Library,2026-03-09,2026-04-20,2026-05-14,0
16572,182,Topics in Population Ecology,Biology,1988,1680,Undergraduate,Harold B. Lee Library,2026-03-09,2026-03-30,2026-03-13,0
16573,488,The Cambridge Companion to Literary Translation,Literature,2005,793,Faculty,Engineering Library,2026-03-09,2027-03-04,2027-03-25,2
16574,1148,Principles of the Fugue,Music,1970,525,Undergraduate,Harold B. Lee Library,2026-03-09,2026-03-30,2026-03-25,0
16575,407,The Practice of Ethnomusicology,Music,2001,1891,Graduate,Harold B. Lee Library,2026-03-10,2026-04-21,2026-03-20,0
16576,752,Readings in Modern Poetry,Literature,1979,1487,Staff,Harold B. Lee Library,2026-03-10,2026-04-21,2026-03-19,0
16577,661,The Cambridge Companion to Organizational Behavior,Business,2011,1589,Undergraduate,Engineering Library,2026-03-10,2026-03-31,2026-03-12,0
16578,501,Principles of Operating Systems,Computer Science,1987,166,Faculty,Engineering Library,2026-03-10,2026-11-05,2026-10-29,1
16579,29,Approaches to Modern Sculpture,Art,2007,1016,Graduate,Storage Annex,2026-03-10,2026-04-21,2026-05-26,0
16580,1112,Readings in Modern Poetry,Literature,2005,278,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,2026-05-07,0
16581,71,Topics in Machine Translation,Computer Science,2021,311,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,,0
16582,214,Approaches to Geotechnical Design,Engineering,1958,681,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,2026-03-21,0
16583,964,Foundations of Geotechnical Design,Engineering,1973,1222,Undergraduate,Law Library,2026-03-10,2026-03-31,2026-03-12,0
16584,403,Advanced Organizational Behavior,Business,2003,527,Staff,Engineering Library,2026-03-10,2026-06-02,2026-07-16,1
16585,1101,Principles of Population Ecology,Biology,2011,1694,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,2026-03-16,0
16586,29,Approaches to Modern Sculpture,Art,2007,1010,Graduate,Harold B. Lee Library,2026-03-10,2026-04-21,2026-04-01,0
16587,124,Advanced Orchestration,Music,1984,1332,Faculty,Harold B. Lee Library,2026-03-10,2026-07-08,2026-03-15,0
16588,482,The Oxford Handbook of Photographic Practice,Art,1981,1127,Undergraduate,Harold B. Lee Library,2026-03-10,2026-05-12,2026-05-07,2
16589,49,The Oxford Handbook of Probability,Mathematics,2001,140,Undergraduate,Law Library,2026-03-10,2026-03-31,,0
16590,388,Essays on Structural Analysis,Engineering,2022,849,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,2026-03-26,0
16591,173,Foundations of Structural Analysis,Engineering,1963,2169,Faculty,Harold B. Lee Library,2026-03-10,2026-07-08,2026-05-18,0
16592,694,Advanced Modern Poetry,Literature,1990,814,Undergraduate,Storage Annex,2026-03-10,2026-03-31,,0
16593,18,Readings in Postcolonial Fiction,Literature,1965,2319,Faculty,Law Library,2026-03-10,2026-07-08,2026-04-11,0
16594,511,Essays on Probability,Mathematics,1968,2361,Faculty,Harold B. Lee Library,2026-03-10,2026-07-08,2026-06-13,0
16595,804,Essays on Twentieth Century Harmony,Music,1975,1847,Undergraduate,Law Library,2026-03-10,2026-04-21,2026-04-03,1
16596,498,Foundations of Negotiation,Business,2014,1503,Undergraduate,Harold B. Lee Library,2026-03-10,2026-04-21,2026-04-17,1
16597,772,Introduction to the Silk Road,History,1967,61,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,2026-04-20,0
16598,485,Principles of Structural Analysis,Engineering,1972,2362,Graduate,Storage Annex,2026-03-10,2026-04-21,2026-05-20,0
16599,634,The Cambridge Companion to Immunology,Biology,2004,315,Staff,Harold B. Lee Library,2026-03-10,2026-04-21,2026-03-29,0
16600,99,Foundations of Music Theory,Music,1959,2160,Undergraduate,Music Library,2026-03-10,2026-03-31,2026-03-26,0
16601,438,Essays on Computer Networks,Computer Science,1989,1265,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,2026-03-16,0
16602,646,A History of the Silk Road,History,2014,902,Graduate,Harold B. Lee Library,2026-03-10,2026-04-21,2026-04-05,0
16603,8,Topics in Music Theory,Music,1970,1638,Faculty,Harold B. Lee Library,2026-03-10,2026-11-05,2026-08-24,1
16604,1191,Advanced Population Ecology,Biology,1962,2092,Undergraduate,Harold B. Lee Library,2026-03-10,2026-03-31,2026-03-10,0
16605,101,Essays on Market Structure,Business,1978,2186,Graduate,Engineering Library,2026-03-10,2026-04-21,2026-04-16,0
16606,309,Approaches to Immunology,Biology,2019,2258,Graduate,Harold B. Lee Library,2026-03-10,2026-04-21,2026-05-28,0
16607,188,The Practice of Structural Analysis,Engineering,2004,1138,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-30,0
16608,554,Introduction to Materials Science,Engineering,2005,716,Undergraduate,Engineering Library,2026-03-11,2026-04-01,2026-03-14,0
16609,804,Essays on Twentieth Century Harmony,Music,1975,760,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-29,0
16610,1038,Introduction to the Reformation,History,2018,1041,Faculty,Harold B. Lee Library,2026-03-11,2027-03-06,2027-02-15,2
16611,380,Introduction to Administrative Procedure,Law,2018,2274,Faculty,Harold B. Lee Library,2026-03-11,2027-03-06,2026-12-21,2
16612,725,The Cambridge Companion to the Silk Road,History,1996,1859,Graduate,Harold B. Lee Library,2026-03-11,2026-04-22,2026-04-01,0
16613,615,The Practice of the Victorian Novel,Literature,1984,736,Staff,Harold B. Lee Library,2026-03-11,2026-04-22,2026-03-15,0
16614,83,Advanced Number Theory,Mathematics,2013,579,Graduate,Harold B. Lee Library,2026-03-11,2026-04-22,2026-03-12,0
16615,1197,Introduction to Genomics,Biology,1959,233,Graduate,Harold B. Lee Library,2026-03-11,2026-07-15,2026-06-13,2
16616,948,Introduction to Old English Verse,Literature,1972,2376,Graduate,Harold B. Lee Library,2026-03-11,2026-04-22,2026-04-21,0
16617,1039,Principles of Literary Translation,Literature,1987,1426,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-04-13,0
16618,514,Essays on Distributed Systems,Computer Science,2022,1234,Undergraduate,Engineering Library,2026-03-11,2026-05-13,2026-05-13,2
16619,577,Advanced Control Systems,Engineering,1968,2517,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-20,0
16620,932,Introduction to Neurophysiology,Biology,1965,303,Undergraduate,Law Library,2026-03-11,2026-04-01,2026-03-24,0
16621,43,Foundations of Torts,Law,1964,964,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-22,2026-04-16,1
16622,525,The Oxford Handbook of Literary Translation,Literature,1963,1656,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-15,0
16623,807,Approaches to Algebraic Topology,Mathematics,1987,153,Faculty,Harold B. Lee Library,2026-03-11,2026-11-06,2026-09-30,1
16624,367,The Practice of Literary Translation,Literature,1984,1251,Faculty,Harold B. Lee Library,2026-03-11,2026-11-06,,1
16625,374,Essays on Old English Verse,Literature,1991,2361,Faculty,Storage Annex,2026-03-11,2026-07-09,2026-05-29,0
16626,559,Essays on Market Structure,Business,1975,2358,Faculty,Law Library,2026-03-11,2026-07-09,2026-07-31,0
16627,204,Foundations of International Arbitration,Law,1966,2578,Undergraduate,Law Library,2026-03-11,2026-04-01,2026-03-11,0
16628,194,Principles of Fluid Mechanics,Engineering,1989,2019,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-25,0
16629,85,Topics in the Short Story,Literature,2007,1872,Undergraduate,Harold B. Lee Library,2026-03-11,2026-05-13,2026-05-30,2
16630,1012,A History of the Fugue,Music,2018,1679,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-17,0
16631,987,Essays on Database Internals,Computer Science,1963,183,Undergraduate,Engineering Library,2026-03-11,2026-04-22,2026-04-30,1
16632,346,The Oxford Handbook of Baroque Performance,Music,1970,1603,Undergraduate,Engineering Library,2026-03-11,2026-04-22,2026-04-08,1
16633,533,A History of Materials Science,Engineering,2019,1821,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-22,2026-04-27,1
16634,559,Essays on Market Structure,Business,1975,260,Staff,Harold B. Lee Library,2026-03-11,2026-06-03,2026-04-23,1
16635,118,The Practice of Islamic Ornament,Art,1970,287,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-31,0
16636,423,Introduction to Literary Translation,Literature,1963,872,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-16,0
16637,670,Topics in Operating Systems,Computer Science,2011,846,Undergraduate,Law Library,2026-03-11,2026-04-01,2026-03-16,0
16638,645,Essays on Ethnomusicology,Music,2013,2466,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-01,2026-03-26,0
16639,535,Topics in Old English Verse,Literature,2006,688,Undergraduate,Law Library,2026-03-11,2026-04-01,2026-03-21,0
16640,719,Principles of Control Systems,Engineering,2022,1812,Faculty,Harold B. Lee Library,2026-03-11,2026-07-09,2026-08-15,0
16641,1076,Advanced the Short Story,Literature,1974,2294,Undergraduate,Engineering Library,2026-03-11,2026-04-01,,0
16642,679,Approaches to Color and Form,Art,1970,1675,Graduate,Harold B. Lee Library,2026-03-11,2026-04-22,2026-03-28,0
16643,289,Essays on Orchestration,Music,2025,2362,Graduate,Storage Annex,2026-03-11,2026-04-22,2026-04-17,0
16644,981,The Cambridge Companion to Combinatorics,Mathematics,2013,1413,Staff,Harold B. Lee Library,2026-03-11,2026-04-22,2026-03-18,0
16645,386,Advanced Structural Analysis,Engineering,1979,1220,Undergraduate,Law Library,2026-03-11,2026-04-01,,0
16646,717,Advanced Probability,Mathematics,1974,777,Graduate,Harold B. Lee Library,2026-03-11,2026-04-22,,0
16647,1177,Foundations of Ethnomusicology,Music,1989,370,Graduate,Storage Annex,2026-03-11,2026-07-15,2026-06-03,2
16648,323,The Oxford Handbook of Literary Translation,Literature,1986,880,Undergraduate,Harold B. Lee Library,2026-03-11,2026-04-22,2026-04-15,1
16649,866,The Oxford Handbook of Market Structure,Business,1968,2025,Undergraduate,Storage Annex,2026-03-12,2026-04-02,2026-03-30,0
16650,906,Readings in Market Structure,Business,2006,1960,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,2026-03-21,0
16651,303,The Oxford Handbook of the Reformation,History,1995,1188,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,2026-04-01,0
16652,1069,Foundations of Negotiation,Business,2002,73,Graduate,Harold B. Lee Library,2026-03-12,2026-04-23,2026-03-27,0
16653,621,Readings in Torts,Law,2025,1951,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,2026-03-19,0
16654,592,Essays on Plant Systematics,Biology,1962,2403,Graduate,Harold B. Lee Library,2026-03-12,2026-04-23,2026-03-16,0
16655,1125,Introduction to Neurophysiology,Biology,1979,1473,Graduate,Harold B. Lee Library,2026-03-12,2026-04-23,2026-03-27,0
16656,275,The Cambridge Companion to the Meiji Restoration,History,1980,914,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,,0
16657,117,The Practice of Ethnomusicology,Music,2012,472,Faculty,Harold B. Lee Library,2026-03-12,2026-07-10,2026-07-17,0
16658,609,Foundations of Operating Systems,Computer Science,1964,2443,Graduate,Harold B. Lee Library,2026-03-12,2026-04-23,2026-05-05,0
16659,821,Advanced Database Internals,Computer Science,2025,1271,Undergraduate,Engineering Library,2026-03-12,2026-04-23,2026-04-10,1
16660,661,The Cambridge Companion to Organizational Behavior,Business,2011,606,Undergraduate,Engineering Library,2026-03-12,2026-04-02,2026-04-20,0
16661,214,Approaches to Geotechnical Design,Engineering,1958,1446,Graduate,Harold B. Lee Library,2026-03-12,2026-04-23,2026-04-19,0
16662,147,Topics in Compiler Design,Computer Science,1987,1186,Graduate,Harold B. Lee Library,2026-03-12,2026-04-23,2026-03-14,0
16663,728,Introduction to Market Structure,Business,1999,647,Graduate,Harold B. Lee Library,2026-03-12,2026-06-04,2026-05-17,1
16664,524,Foundations of Old English Verse,Literature,1995,532,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,2026-04-18,0
16665,297,Foundations of the Short Story,Literature,2016,1750,Undergraduate,Harold B. Lee Library,2026-03-12,2026-05-14,2026-06-13,2
16666,674,Approaches to Immunology,Biology,1981,1315,Graduate,Storage Annex,2026-03-12,2026-06-04,2026-05-12,1
16667,791,Advanced Database Internals,Computer Science,2010,624,Undergraduate,Music Library,2026-03-12,2026-04-23,2026-04-07,1
16668,797,A History of Market Structure,Business,2019,1436,Staff,Storage Annex,2026-03-12,2026-04-23,2026-04-15,0
16669,41,The Cambridge Companion to Differential Geometry,Mathematics,1960,1847,Undergraduate,Engineering Library,2026-03-12,2026-04-02,2026-03-27,0
16670,828,Essays on Materials Science,Engineering,2015,1874,Faculty,Harold B. Lee Library,2026-03-12,2026-07-10,2026-07-11,0
16671,714,Topics in Neurophysiology,Biology,1994,224,Undergraduate,Music Library,2026-03-12,2026-04-23,2026-04-11,1
16672,431,The Practice of Combinatorics,Mathematics,2016,2419,Graduate,Harold B. Lee Library,2026-03-12,2026-04-23,2026-04-22,0
16673,296,Principles of Islamic Ornament,Art,2019,151,Undergraduate,Storage Annex,2026-03-12,2026-04-23,2026-04-08,1
16674,149,A History of the Atlantic Slave Trade,History,2007,1258,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,2026-03-21,0
16675,1015,Readings in Music Theory,Music,2007,1379,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,2026-05-14,0
16676,769,Readings in Literary Translation,Literature,1999,1925,Undergraduate,Harold B. Lee Library,2026-03-12,2026-04-02,2026-03-31,0
16677,262,Foundations of Operating Systems,Computer Science,1978,1541,Undergraduate,Engineering Library,2026-03-13,2026-05-15,2026-05-03,2
16678,1027,The Oxford Handbook of Computer Networks,Computer Science,1958,1624,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-24,2026-04-15,1
16679,621,Readings in Torts,Law,2025,1003,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-24,2026-04-05,1
16680,888,The Cambridge Companion to Modern Sculpture,Art,1972,2025,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-03,2026-05-13,0
16681,244,Readings in Baroque Performance,Music,1966,1966,Graduate,Music Library,2026-03-13,2026-04-24,2026-03-19,0
16682,564,Principles of Literary Translation,Literature,1961,1429,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-03,,0
16683,146,The Cambridge Companion to the Silk Road,History,1971,2419,Graduate,Harold B. Lee Library,2026-03-13,2026-04-24,2026-06-07,0
16684,264,The Cambridge Companion to Organizational Behavior,Business,1988,5,Undergraduate,Harold B. Lee Library,2026-03-13,2026-05-15,2026-05-14,2
16685,738,Topics in Computer Networks,Computer Science,1989,1673,Graduate,Engineering Library,2026-03-13,2026-04-24,2026-03-21,0
16686,974,Foundations of Database Internals,Computer Science,2012,2595,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-03,2026-05-09,0
16687,821,Advanced Database Internals,Computer Science,2025,963,Undergraduate,Music Library,2026-03-13,2026-04-03,2026-03-28,0
16688,853,The Practice of Modern Sculpture,Art,2014,2392,Undergraduate,Music Library,2026-03-13,2026-04-03,,0
16689,635,Principles of Machine Translation,Computer Science,1971,2559,Graduate,Harold B. Lee Library,2026-03-13,2026-04-24,,0
16690,814,Foundations of Organizational Behavior,Business,2012,1716,Staff,Engineering Library,2026-03-13,2026-06-05,2026-05-30,1
16691,239,Principles of the Atlantic Slave Trade,History,1997,660,Undergraduate,Harold B. Lee Library,2026-03-13,2026-05-15,2026-04-25,2
16692,928,The Oxford Handbook of Postcolonial Fiction,Literature,1978,570,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-03,2026-03-13,0
16693,70,Introduction to Computer Networks,Computer Science,1987,1067,Undergraduate,Music Library,2026-03-13,2026-04-03,2026-03-13,0
16694,323,The Oxford Handbook of Literary Translation,Literature,1986,1150,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-24,2026-04-13,1
16695,509,Foundations of Baroque Performance,Music,2020,185,Undergraduate,Harold B. Lee Library,2026-03-13,2026-05-15,2026-05-10,2
16696,53,The Practice of the Short Story,Literature,1975,2240,Undergraduate,Harold B. Lee Library,2026-03-13,2026-05-15,2026-05-03,2
16697,179,Principles of Materials Science,Engineering,1966,1763,Graduate,Law Library,2026-03-13,2026-04-24,2026-04-09,0
16698,944,A History of Geotechnical Design,Engineering,2010,303,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-03,2026-03-20,0
16699,1118,Principles of Machine Translation,Computer Science,1998,1396,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-24,2026-04-26,1
16700,1116,Foundations of Plant Systematics,Biology,1985,2278,Undergraduate,Music Library,2026-03-13,2026-04-03,2026-03-16,0
16701,454,The Cambridge Companion to Postcolonial Fiction,Literature,1995,536,Undergraduate,Music Library,2026-03-13,2026-05-15,,2
16702,638,Advanced Thermodynamics,Engineering,2018,1340,Graduate,Harold B. Lee Library,2026-03-13,2026-04-24,2026-04-01,0
16703,526,Topics in the Victorian Novel,Literature,1993,1686,Undergraduate,Harold B. Lee Library,2026-03-13,2026-05-15,2026-05-04,2
16704,1062,Foundations of Ethnomusicology,Music,1996,2052,Faculty,Engineering Library,2026-03-13,2026-11-08,2026-09-23,1
16705,102,Foundations of Negotiation,Business,1992,977,Staff,Harold B. Lee Library,2026-03-13,2026-04-24,2026-06-08,0
16706,991,Topics in Structural Analysis,Engineering,2023,249,Staff,Harold B. Lee Library,2026-03-13,2026-04-24,2026-04-15,0
16707,170,The Oxford Handbook of Managerial Accounting,Business,1984,677,Undergraduate,Harold B. Lee Library,2026-03-13,2026-04-24,2026-04-04,1
16708,575,Topics in the Fugue,Music,1969,1820,Undergraduate,Engineering Library,2026-03-13,2026-04-03,2026-03-19,0
16709,1139,Topics in Evidence,Law,2000,1083,Undergraduate,Law Library,2026-03-13,2026-04-03,2026-03-15,0
16710,1137,Principles of Evidence,Law,1958,1079,Undergraduate,Law Library,2026-03-14,2026-04-04,2026-03-20,0
16711,572,Readings in Negotiation,Business,1983,2233,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-04-12,0
16712,1056,Principles of Market Structure,Business,1966,1379,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-04-02,0
16713,1195,The Oxford Handbook of Administrative Procedure,Law,1996,550,Undergraduate,Engineering Library,2026-03-14,2026-04-04,2026-03-24,0
16714,87,Advanced Operating Systems,Computer Science,1979,1563,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-03-26,0
16715,1123,The Oxford Handbook of Evidence,Law,2017,1336,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-25,2026-05-20,1
16716,976,Topics in Ethnomusicology,Music,1973,1271,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-03-23,0
16717,568,Principles of Immunology,Biology,1978,1111,Faculty,Harold B. Lee Library,2026-03-14,2026-07-12,,0
16718,951,The Cambridge Companion to Modern Sculpture,Art,2022,933,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-04-03,0
16719,550,Essays on Postcolonial Fiction,Literature,2000,1269,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-03-15,0
16720,257,Foundations of Supply Chains,Business,1992,29,Staff,Harold B. Lee Library,2026-03-14,2026-04-25,2026-04-05,0
16721,677,Principles of Fluid Mechanics,Engineering,1969,1563,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-03-29,0
16722,718,Principles of Materials Science,Engineering,2011,235,Undergraduate,Engineering Library,2026-03-14,2026-04-04,2026-03-30,0
16723,225,Principles of the Short Story,Literature,1968,1326,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-04-06,0
16724,596,A History of Modern Poetry,Literature,1969,2400,Graduate,Harold B. Lee Library,2026-03-14,2026-06-06,2026-05-23,1
16725,973,Introduction to Managerial Accounting,Business,1978,1313,Graduate,Harold B. Lee Library,2026-03-14,2026-06-06,2026-04-27,1
16726,217,Introduction to Color and Form,Art,2005,2414,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-25,2026-04-13,1
16727,64,Principles of Postcolonial Fiction,Literature,1970,1591,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-05-07,0
16728,959,A History of Population Ecology,Biology,1998,522,Undergraduate,Harold B. Lee Library,2026-03-14,2026-04-04,2026-03-31,0
16729,721,Foundations of Materials Science,Engineering,1984,868,Undergraduate,Harold B. Lee Library,2026-03-15,2026-04-05,2026-05-06,0
